Unnamed: 0,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Bwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,ACK Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Init Bwd Win Byts,Fwd Act Data Pkts,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,true_label
22307,41729,0,2,0,116,0,0,0.0,0.0,87,29,58.0,41.01219331,2779.841357,47.92829926,41729.0,0.0,41729,41729,0,0.0,0.0,0,0,41729,41729.0,0.0,41729,41729,0,0,16,0.0,47.92829926,29,87,48.33333333,33.48631561,1121.333333,0,0,0,0,0,72.5,0.0,58.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
9527,16275,0,2,0,145,0,0,0.0,0.0,98,47,72.5,36.06244584,8909.3702,122.8878648,16275.0,0.0,16275,16275,0,0.0,0.0,0,0,16275,16275.0,0.0,16275,16275,0,0,16,0.0,122.8878648,47,98,64.0,29.44486373,867.0,0,0,0,0,0,96.0,0.0,72.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
24221,113572065,33,63,1809,45424,536,0,54.81818182,146.9675675,1420,0,721.015873,674.650435,415.8857198,0.845278282,1195495.421,3218276.609,10093547,30,113541339,3548166.844,4774583.459,10093547,2025,113572065,1831807.5,3856051.575,10099255,30,0,660,1276,0.290564409,0.554713873,0,1420,486.9381443,635.4273794,403767.9545,0,1,0,0,1,492.0104167,54.81818182,721.015873,65535,16,298368.1818,587850.0665,1762324,735,10026238.18,74260.81814,10093547,9827583,0,0
27464,14166,0,2,0,389,0,0,0.0,0.0,347,42,194.5,215.6675683,27460.11577,141.1831145,14166.0,0.0,14166,14166,0,0.0,0.0,0,0,14166,14166.0,0.0,14166,14166,0,0,16,0.0,141.1831145,42,347,143.6666667,176.0918321,31008.33333,0,0,0,0,0,215.5,0.0,194.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
39650,20638,0,2,0,175,0,0,0.0,0.0,128,47,87.5,57.27564928,8479.503828,96.90861518,20638.0,0.0,20638,20638,0,0.0,0.0,0,0,20638,20638.0,0.0,20638,20638,0,0,16,0.0,96.90861518,47,128,74.0,46.7653718,2187.0,0,0,0,0,0,111.0,0.0,87.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
45551,26235,0,2,0,177,0,0,0.0,0.0,130,47,88.5,58.68986284,6746.712407,76.2340385,26235.0,0.0,26235,26235,0,0.0,0.0,0,0,26235,26235.0,0.0,26235,26235,0,0,16,0.0,76.2340385,47,130,74.66666667,47.92007234,2296.333333,0,0,0,0,0,112.0,0.0,88.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
20035,9279,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,215.5404677,9279.0,0.0,9279,9279,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,107.7702339,107.7702339,0,0,0.0,0.0,0.0,0,0,0,1,1,0.0,0.0,0.0,65535,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
4813,261245,1,3,39,295,39,39,39.0,0.0,162,39,98.33333333,61.61439226,1278.493368,15.31129782,87081.66667,75734.61002,138200,74,0,0.0,0.0,0,0,261245,130622.5,10716.20327,138200,123045,0,8,24,3.827824456,11.48347337,39,162,74.6,54.35347275,2954.3,0,0,0,0,3,93.25,39.0,98.33333333,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0
51659,4919428,4,5,77,92,46,0,19.25,23.05609102,46,0,18.4,25.19523765,34.35358745,1.829480988,614928.5,1598699.159,4567008,744,4670988,1556996.0,2607228.873,4567008,1858,4918314,1229578.5,2371259.232,4785904,1471,1,80,100,0.813102662,1.016378327,0,46,21.5,23.10002405,533.6111111,0,0,0,1,1,23.88888889,19.25,18.4,65535,2,0.0,0.0,0,0,0.0,0.0,0,0,0,0
998,57081,0,2,0,121,0,0,0.0,0.0,77,44,60.5,23.33452378,2119.794678,35.03792856,57081.0,0.0,57081,57081,0,0.0,0.0,0,0,57081,57081.0,0.0,57081,57081,0,0,16,0.0,35.03792856,44,77,55.0,19.05255888,363.0,0,0,0,0,0,82.5,0.0,60.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
3269,56153,1,2,26,338,26,26,26.0,0.0,312,26,169.0,202.2325394,6482.289459,53.42546258,28076.5,39696.26759,56146,7,0,0.0,0.0,0,0,56153,56153.0,0.0,56153,56153,0,8,16,17.80848753,35.61697505,26,312,97.5,143.0,20449.0,0,0,0,0,2,130.0,26.0,169.0,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1,1
7822,16503,0,2,0,146,0,0,0.0,0.0,114,32,73.0,57.98275606,8846.876326,121.1900867,16503.0,0.0,16503,16503,0,0.0,0.0,0,0,16503,16503.0,0.0,16503,16503,0,0,16,0.0,121.1900867,32,114,59.33333333,47.34272207,2241.333333,0,0,0,0,0,89.0,0.0,73.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
39116,36960,0,2,0,151,0,0,0.0,0.0,112,39,75.5,51.61879503,4085.497835,54.11255411,36960.0,0.0,36960,36960,0,0.0,0.0,0,0,36960,36960.0,0.0,36960,36960,0,0,16,0.0,54.11255411,39,112,63.33333333,42.14656965,1776.333333,0,0,0,0,0,95.0,0.0,75.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
38603,247106,0,3,0,699,0,0,0.0,0.0,298,103,233.0,112.5833025,2828.745559,12.14053888,123553.0,174714.7719,247095,11,0,0.0,0.0,0,0,247106,123553.0,174714.7719,247095,11,0,0,24,0.0,12.14053888,103,298,200.5,112.5833025,12675.0,0,0,0,0,0,267.3333333,0.0,233.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
14286,37885,0,2,0,122,0,0,0.0,0.0,87,35,61.0,36.76955262,3220.271875,52.79134222,37885.0,0.0,37885,37885,0,0.0,0.0,0,0,37885,37885.0,0.0,37885,37885,0,0,16,0.0,52.79134222,35,87,52.33333333,30.022214,901.3333333,0,0,0,0,0,78.5,0.0,61.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
14714,10099,0,2,0,162,0,0,0.0,0.0,132,30,81.0,72.12489168,16041.1922,198.0394098,10099.0,0.0,10099,10099,0,0.0,0.0,0,0,10099,10099.0,0.0,10099,10099,0,0,16,0.0,198.0394098,30,132,64.0,58.88972746,3468.0,0,0,0,0,0,96.0,0.0,81.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
1427,150376,3,3,111,431,39,33,37.0,3.464101615,202,33,143.6666667,95.88708637,3604.298558,39.89998404,30075.2,36903.27654,90400,5,120555,60277.5,85233.9443,120547,8,150376,75188.0,63690.522,120224,30152,0,24,24,19.94999202,19.94999202,33,202,82.14285714,79.89248728,6382.809524,0,0,0,0,1,95.83333333,37.0,143.6666667,-1,3,0.0,0.0,0,0,0.0,0.0,0,0,1,1
5991,212029,1,2,34,162,34,34,34.0,0.0,128,34,81.0,66.46803743,924.4018507,14.14900792,106014.5,40935.11867,134960,77069,0,0.0,0.0,0,0,212029,212029.0,0.0,212029,212029,0,8,16,4.716335973,9.432671946,34,128,57.5,47.0,2209.0,0,0,0,0,2,76.66666667,34.0,81.0,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1,1
50972,12360235,2,2,1,0,1,0,0.5,0.707106781,0,0,0.0,0.0,0.080904611,0.323618443,4120078.333,5262063.459,10048219,1810,2312016,2312016.0,0.0,2312016,2312016,10050029,10050029.0,0.0,10050029,10050029,0,40,40,0.161809221,0.161809221,0,1,0.2,0.447213595,0.2,0,0,0,1,1,0.25,0.5,0.0,65535,1,0.0,0.0,0,0,10048219.0,0.0,10048219,10048219,0,0
27063,14,1,1,201,201,201,201,201.0,0.0,201,201,201.0,0.0,28714285.71,142857.1429,14.0,0.0,14,14,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,71428.57143,71428.57143,201,201,201.0,0.0,0.0,0,0,0,0,1,301.5,201.0,201.0,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1,1
34255,31276,0,2,0,241,0,0,0.0,0.0,196,45,120.5,106.773124,7705.58895,63.94679627,31276.0,0.0,31276,31276,0,0.0,0.0,0,0,31276,31276.0,0.0,31276,31276,0,0,16,0.0,63.94679627,45,196,95.33333333,87.17989065,7600.333333,0,0,0,0,0,143.0,0.0,120.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
14768,1701,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1175.778954,1701.0,0.0,1701,1701,0,0.0,0.0,0,0,1701,1701.0,0.0,1701,1701,0,0,40,0.0,1175.778954,0,0,0.0,0.0,0.0,1,0,0,1,0,0.0,0.0,0.0,63251,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
9661,161696,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12.36888977,161696.0,0.0,161696,161696,0,0.0,0.0,0,0,161696,161696.0,0.0,161696,161696,0,0,40,0.0,12.36888977,0,0,0.0,0.0,0.0,1,0,0,1,0,0.0,0.0,0.0,65177,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
45991,30299,0,2,0,399,0,0,0.0,0.0,332,67,199.5,187.383297,13168.75144,66.00877917,30299.0,0.0,30299,30299,0,0.0,0.0,0,0,30299,30299.0,0.0,30299,30299,0,0,16,0.0,66.00877917,67,332,155.3333333,152.9978213,23408.33333,0,0,0,0,0,233.0,0.0,199.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
14294,33828,0,2,0,128,0,0,0.0,0.0,78,50,64.0,19.79898987,3783.8477,59.12262031,33828.0,0.0,33828,33828,0,0.0,0.0,0,0,33828,33828.0,0.0,33828,33828,0,0,16,0.0,59.12262031,50,78,59.33333333,16.16580754,261.3333333,0,0,0,0,0,89.0,0.0,64.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
43985,1110451,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.801070016,1110451.0,0.0,1110451,1110451,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,0.900535008,0.900535008,0,0,0.0,0.0,0.0,0,0,0,1,1,0.0,0.0,0.0,64240,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
15085,20792,0,2,0,142,0,0,0.0,0.0,112,30,71.0,57.98275606,6829.549827,96.19084263,20792.0,0.0,20792,20792,0,0.0,0.0,0,0,20792,20792.0,0.0,20792,20792,0,0,16,0.0,96.19084263,30,112,57.33333333,47.34272207,2241.333333,0,0,0,0,0,86.0,0.0,71.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
16171,13677,0,2,0,104,0,0,0.0,0.0,68,36,52.0,22.627417,7604.006727,146.2308986,13677.0,0.0,13677,13677,0,0.0,0.0,0,0,13677,13677.0,0.0,13677,13677,0,0,16,0.0,146.2308986,36,68,46.66666667,18.47520861,341.3333333,0,0,0,0,0,70.0,0.0,52.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
5749,9026739,5,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.664691867,1805347.8,2691515.019,6018789,9,9026729,2256682.25,2881143.099,6018789,9,0,0.0,0.0,0,0,0,140,28,0.553909889,0.110781978,0,0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,64240,0,3007941.0,0.0,3007941,3007941,6018789.0,0.0,6018789,6018789,1,1
27799,371001,0,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8.086231573,185500.5,262307.6244,370980,21,0,0.0,0.0,0,0,371001,185500.5,262307.6244,370980,21,0,0,60,0.0,8.086231573,0,0,0.0,0.0,0.0,1,0,0,1,0,0.0,0.0,0.0,65454,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
24884,7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.2857,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,28,28,142857.1429,142857.1429,0,0,0.0,0.0,0.0,0,1,0,0,1,0.0,0.0,0.0,64240,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
23518,12,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,166666.6667,12.0,0.0,12,12,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,28,28,83333.33333,83333.33333,0,0,0.0,0.0,0.0,0,1,0,0,1,0.0,0.0,0.0,64240,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
17794,21597,3,2,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,1435.384544,231.5136362,5399.25,8898.92965,18700,50,21547,10773.5,11209.7638,18700,2847,19707,19707.0,0.0,19707,19707,0,60,40,138.9081817,92.60545446,0,31,5.166666667,12.655697,160.1666667,0,0,0,1,0,6.2,10.33333333,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0
33468,48816,0,2,0,247,0,0,0.0,0.0,205,42,123.5,115.2584053,5059.816454,40.97017371,48816.0,0.0,48816,48816,0,0.0,0.0,0,0,48816,48816.0,0.0,48816,48816,0,0,16,0.0,40.97017371,42,205,96.33333333,94.10809388,8856.333333,0,0,0,0,0,144.5,0.0,123.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
31063,34036,0,2,0,271,0,0,0.0,0.0,242,29,135.5,150.6137444,7962.157715,58.76131155,34036.0,0.0,34036,34036,0,0.0,0.0,0,0,34036,34036.0,0.0,34036,34036,0,0,16,0.0,58.76131155,29,242,100.0,122.9756073,15123.0,0,0,0,0,0,150.0,0.0,135.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
10476,79761,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25.0749113,79761.0,0.0,79761,79761,0,0.0,0.0,0,0,79761,79761.0,0.0,79761,79761,0,0,40,0.0,25.0749113,0,0,0.0,0.0,0.0,1,0,0,1,0,0.0,0.0,0.0,6432,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
12687,200907,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9.954854734,200907.0,0.0,200907,200907,0,0.0,0.0,0,0,200907,200907.0,0.0,200907,200907,0,0,40,0.0,9.954854734,0,0,0.0,0.0,0.0,1,0,0,1,0,0.0,0.0,0.0,6432,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
36905,287313,0,3,0,699,0,0,0.0,0.0,298,103,233.0,112.5833025,2432.886782,10.44157417,143656.5,203144.0001,287301,12,0,0.0,0.0,0,0,287313,143656.5,203144.0001,287301,12,0,0,24,0.0,10.44157417,103,298,200.5,112.5833025,12675.0,0,0,0,0,0,267.3333333,0.0,233.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
42414,595083,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3.36087571,595083.0,0.0,595083,595083,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,1.680437855,1.680437855,0,0,0.0,0.0,0.0,0,0,0,1,1,0.0,0.0,0.0,63815,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
20387,62731653,8,11,815,311,517,0,101.875,176.0644667,146,0,28.27272727,47.58590318,17.94947122,0.302877401,3485091.833,14634299.24,62123261,529,62703244,8957606.286,23444412.73,62124038,2489,62458691,6245869.1,19633945.73,62125012,2182,0,160,236,0.127527327,0.175350074,0,517,56.3,118.779362,14108.53684,0,1,0,0,1,59.26315789,101.875,28.27272727,65535,5,301919.0,0.0,301919,301919,62123261.0,0.0,62123261,62123261,0,0
312,9012676,5,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.665729024,1802535.2,2687077.69,6008523,4,9012672,2253168.0,2876348.822,6008523,4,0,0.0,0.0,0,0,0,140,28,0.554774187,0.110954837,0,0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,64240,0,3004149.0,0.0,3004149,3004149,6008523.0,0.0,6008523,6008523,1,1
1703,9013164,5,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.66569298,1802632.8,2687190.108,6008748,10,9013154,2253288.5,2876464.932,6008748,10,0,0.0,0.0,0,0,0,140,28,0.55474415,0.11094883,0,0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,64240,0,3004406.0,0.0,3004406,3004406,6008748.0,0.0,6008748,6008748,1,1
38839,94132,0,3,0,699,0,0,0.0,0.0,298,103,233.0,112.5833025,7425.742574,31.8701398,47066.0,66545.81918,94121,11,0,0.0,0.0,0,0,94132,47066.0,66545.81918,94121,11,0,0,24,0.0,31.8701398,103,298,200.5,112.5833025,12675.0,0,0,0,0,0,267.3333333,0.0,233.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
5886,9015152,5,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.665546183,1803030.4,2688015.325,6010899,6,9015146,2253786.5,2877387.955,6010899,9,0,0.0,0.0,0,0,0,140,28,0.554621819,0.110924364,0,0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,64240,0,3004244.0,0.0,3004244,3004244,6010899.0,0.0,6010899,6010899,1,1
1390,104579,0,2,0,137,0,0,0.0,0.0,92,45,68.5,33.23401872,1310.014439,19.12429838,104579.0,0.0,104579,104579,0,0.0,0.0,0,0,104579,104579.0,0.0,104579,104579,0,0,16,0.0,19.12429838,45,92,60.66666667,27.13546265,736.3333333,0,0,0,0,0,91.0,0.0,68.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
16719,2541922,10,11,534,3495,197,0,53.4,81.32950811,1420,0,317.7272727,554.906495,1585.021098,8.261465143,127096.1,304564.3452,1286124,67,2530367,281151.8889,416515.5487,1286124,328,1053095,105309.5,187458.7944,575176,67,0,200,236,3.934031021,4.327434123,0,1420,183.1363636,410.5663099,168564.6948,0,1,0,0,1,191.8571429,53.4,317.7272727,65535,4,0.0,0.0,0,0,0.0,0.0,0,0,0,0
16749,12688,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,157.629256,12688.0,0.0,12688,12688,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,78.81462799,78.81462799,0,0,0.0,0.0,0.0,0,0,0,1,1,0.0,0.0,0.0,49640,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
16413,12,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,166666.6667,12.0,0.0,12,12,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,83333.33333,83333.33333,0,0,0.0,0.0,0.0,0,0,0,1,1,0.0,0.0,0.0,64235,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
10192,92862,1,2,33,181,33,33,33.0,0.0,148,33,90.5,81.31727984,2304.494842,32.30600246,46431.0,55106.24567,85397,7465,0,0.0,0.0,0,0,92862,92862.0,0.0,92862,92862,0,8,16,10.76866749,21.53733497,33,148,61.75,57.5,3306.25,0,0,0,0,2,82.33333333,33.0,90.5,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1,1
33733,25267,0,2,0,303,0,0,0.0,0.0,271,32,151.5,168.9985207,11991.92623,79.15462857,25267.0,0.0,25267,25267,0,0.0,0.0,0,0,25267,25267.0,0.0,25267,25267,0,0,16,0.0,79.15462857,32,271,111.6666667,137.9867143,19040.33333,0,0,0,0,0,167.5,0.0,151.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
11472,97464,1,2,24,203,24,24,24.0,0.0,179,24,101.5,109.6015511,2329.065091,30.78059591,48732.0,68903.31319,97454,10,0,0.0,0.0,0,0,97464,97464.0,0.0,97464,97464,0,8,16,10.26019864,20.52039727,24,179,62.75,77.5,6006.25,0,0,0,0,2,83.66666667,24.0,101.5,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1,1
44469,40139,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,49.82685169,40139.0,0.0,40139,40139,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,24.91342585,24.91342585,0,0,0.0,0.0,0.0,0,0,0,1,1,0.0,0.0,0.0,65535,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
7327,9013437,5,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.665672817,1802687.4,2687247.464,6008839,8,9013428,2253357.0,2876521.856,6008839,8,0,0.0,0.0,0,0,0,140,28,0.554727348,0.11094547,0,0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,64240,0,3004590.0,0.0,3004590,3004590,6008839.0,0.0,6008839,6008839,1,1
41240,78205,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25.57381242,78205.0,0.0,78205,78205,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,12.78690621,12.78690621,0,0,0.0,0.0,0.0,0,0,0,1,1,0.0,0.0,0.0,65535,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
36919,263719,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11.37574464,131859.5,186464.7653,263710,9,263710,263710.0,0.0,263710,263710,0,0.0,0.0,0,0,0,40,20,7.583829758,3.791914879,0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,63741,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
22324,6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.3333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,28,28,166666.6667,166666.6667,0,0,0.0,0.0,0.0,0,1,0,0,1,0.0,0.0,0.0,64240,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
39499,115236695,95,329,7786,340737,1460,0,81.95789474,235.928808,1420,0,1035.674772,605.3163963,3024.40989,3.679383551,272427.1749,1550233.712,10095904,0,115212568,1225665.617,3118709.8,10097632,0,115236695,351331.3872,1757367.527,10096982,25,0,1900,6596,0.824390182,2.854993368,0,1460,820.0541176,674.9164654,455512.2353,0,1,0,0,3,821.9882075,81.95789474,1035.674772,65535,23,939589.6364,2122041.122,6273448,670,9536288.182,1223841.329,10095904,5982720,0,0
16394,30273,0,2,0,149,0,0,0.0,0.0,116,33,74.5,58.68986284,4921.877581,66.06547088,30273.0,0.0,30273,30273,0,0.0,0.0,0,0,30273,30273.0,0.0,30273,30273,0,0,16,0.0,66.06547088,33,116,60.66666667,47.92007234,2296.333333,0,0,0,0,0,91.0,0.0,74.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
13088,9012949,5,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.66570886,1802589.8,2687247.702,6009044,9,9012936,2253234.0,2876548.681,6009044,9,0,0.0,0.0,0,0,0,140,28,0.554757383,0.110951477,0,0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,64240,0,3003893.0,0.0,3003893,3003893,6009044.0,0.0,6009044,6009044,1,1
18936,9,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,222222.2222,9.0,0.0,9,9,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,28,28,111111.1111,111111.1111,0,0,0.0,0.0,0.0,0,1,0,0,1,0.0,0.0,0.0,64240,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
2449,104708,0,2,0,150,0,0,0.0,0.0,95,55,75.0,28.28427125,1432.555297,19.10073729,104708.0,0.0,104708,104708,0,0.0,0.0,0,0,104708,104708.0,0.0,104708,104708,0,0,16,0.0,19.10073729,55,95,68.33333333,23.09401077,533.3333333,0,0,0,0,0,102.5,0.0,75.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
15967,22630,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,88.37825895,22630.0,0.0,22630,22630,0,0.0,0.0,0,0,22630,22630.0,0.0,22630,22630,0,0,40,0.0,88.37825895,0,0,0.0,0.0,0.0,1,0,0,1,0,0.0,0.0,0.0,7572,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
6850,25531,0,2,0,165,0,0,0.0,0.0,123,42,82.5,57.27564928,6462.731581,78.33614038,25531.0,0.0,25531,25531,0,0.0,0.0,0,0,25531,25531.0,0.0,25531,25531,0,0,16,0.0,78.33614038,42,123,69.0,46.7653718,2187.0,0,0,0,0,0,103.5,0.0,82.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
28943,33291,0,2,0,129,0,0,0.0,0.0,92,37,64.5,38.89087297,3874.92115,60.0762969,33291.0,0.0,33291,33291,0,0.0,0.0,0,0,33291,33291.0,0.0,33291,33291,0,0,16,0.0,60.0762969,37,92,55.33333333,31.75426481,1008.333333,0,0,0,0,0,83.0,0.0,64.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
17755,48924,0,2,0,68,0,0,0.0,0.0,42,26,34.0,11.3137085,1389.910882,40.87973183,48924.0,0.0,48924,48924,0,0.0,0.0,0,0,48924,48924.0,0.0,48924,48924,0,0,16,0.0,40.87973183,26,42,31.33333333,9.237604307,85.33333333,0,0,0,0,0,47.0,0.0,34.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
25542,129,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31007.75194,43.0,63.23764702,116,5,121,60.5,78.48885271,116,5,0,0.0,0.0,0,0,0,60,20,23255.81395,7751.937984,0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,64005,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
1731,31095,0,2,0,143,0,0,0.0,0.0,100,43,71.5,40.30508653,4598.810098,64.31902235,31095.0,0.0,31095,31095,0,0.0,0.0,0,0,31095,31095.0,0.0,31095,31095,0,0,16,0.0,64.31902235,43,100,62.0,32.90896534,1083.0,0,0,0,0,0,93.0,0.0,71.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
13542,9012872,5,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.665714547,1802574.4,2687121.126,6008616,9,9012862,2253215.5,2876394.256,6008616,9,0,0.0,0.0,0,0,0,140,28,0.554762122,0.110952424,0,0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,64240,0,3004247.0,0.0,3004247,3004247,6008616.0,0.0,6008616,6008616,1,1
10821,34925,0,2,0,236,0,0,0.0,0.0,202,34,118.0,118.7939392,6757.337151,57.26556908,34925.0,0.0,34925,34925,0,0.0,0.0,0,0,34925,34925.0,0.0,34925,34925,0,0,16,0.0,57.26556908,34,202,90.0,96.99484522,9408.0,0,0,0,0,0,135.0,0.0,118.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
